,Name,SMILES
611,6ed_25b_1ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ccc(C=C(C#N)C(=O)O)cc5)sc34)c2)s1)C
612,6ed_24b_6ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc(C(=O)O)cc5)sc4c3sc2c1C
613,6ed_24b_3ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ncc(C(=O)O)nc5)sc4c3sc2c1C
614,6ed_24b_8ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)C=C(C#N)C(=O)O)sc4c3sc2c1C
615,6ed_24b_11ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)C#Cc5cc(c(C(=O)O)cc5)O)sc4c3sc2c1C
616,6ed_24b_5ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)C5=CC=C(C(=O)O)C5)sc4c3sc2c1C
617,6ed_24b_2ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ncc(C(=O)O)cc5)sc4c3sc2c1C
618,6ed_24b_7ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc([Si](OC)(OC)OC)cc5)sc4c3sc2c1C
619,6ed_24b_4ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc(C=C(C(=O)O)C#N)s5)sc4c3sc2c1C
620,6ed_24b_10ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)C#Cc5ccc(C(=O)NO)cc5)sc4c3sc2c1C
621,6ed_24b_9ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)C#CC5=CC=C(C(=O)[CH][CH]5)O)sc4c3sc2c1C
622,6ed_24b_1ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc(C=C(C#N)C(=O)O)cc5)sc4c3sc2c1C
623,6ed_1b_6ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)c1ccc(C(=O)O)cc1)nccn2
624,6ed_1b_8ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)C=C(C#N)C(=O)O)nccn2
625,6ed_1b_11ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)C#Cc1cc(c(C(=O)O)cc1)O)nccn2
626,6ed_1b_5ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)C1=CC=C(C(=O)O)C1)nccn2
627,6ed_1b_7ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)c1ccc([Si](OC)(OC)OC)cc1)nccn2
628,6ed_1b_4ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)c1ccc(C=C(C(=O)O)C#N)s1)nccn2
629,6ed_1b_10ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)C#Cc1ccc(C(=O)NO)cc1)nccn2
630,6ed_1b_9ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1c2c(c(s1)C#CC1=C[CH][C](C(=O)[CH][CH]1)O)nccn2
631,6ed_23b_6ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)c3ccc(C(=O)O)cc3)c2s1
632,6ed_23b_3ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)c3ncc(C(=O)O)nc3)c2s1
633,6ed_23b_8ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)C=C(C#N)C(=O)O)c2s1
634,6ed_23b_11ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)C#Cc3cc(c(C(=O)O)cc3)O)c2s1
635,6ed_23b_5ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)C3=CC=C(C(=O)O)C3)c2s1
636,6ed_23b_2ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)c3ncc(C(=O)O)cc3)c2s1
637,6ed_23b_7ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)c3ccc([Si](OC)(OC)OC)cc3)c2s1
638,6ed_23b_4ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)c3ccc(C=C(C(=O)O)C#N)s3)c2s1
639,6ed_23b_10ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)C#Cc3ccc(C(=O)NO)cc3)c2s1
640,6ed_23b_9ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)C#CC3=CC=C(C(=O)[CH][CH]3)O)c2s1
641,6ed_23b_1ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1cc2n(C)c3c(ccc(c3)c3ccc(C=C(C#N)C(=O)O)cc3)c2s1
642,6ed_17b_6ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)c1ccc(C(=O)O)cc1
643,6ed_17b_3ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)c1ncc(C(=O)O)nc1
644,6ed_17b_8ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)C=C(C#N)C(=O)O
645,6ed_17b_11ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)C#Cc1cc(c(C(=O)O)cc1)O
646,6ed_17b_5ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)C1=CC=C(C(=O)O)C1
647,6ed_17b_2ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)c1ncc(C(=O)O)cc1
648,6ed_17b_7ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)c1ccc([Si](OC)(OC)OC)cc1
649,6ed_17b_4ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)c1ccc(C=C(C(=O)O)C#N)s1
650,6ed_17b_10ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)C#Cc1ccc(C(=O)NO)cc1
651,6ed_17b_9ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)C#CC1=CC=C(C(=O)[CH][CH]1)O
652,6ed_17b_1ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ccc(o1)c1ccc(C=C(C#N)C(=O)O)cc1
653,6ed_22b_6ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc(C(=O)O)cc1
654,6ed_22b_3ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ncc(C(=O)O)nc1
655,6ed_22b_8ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C=C(C#N)C(=O)O
656,6ed_22b_11ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C#C[C].[O].[C][C].[C][C].[O].[C][C].[O].[H].[H].[H].[H].[H]
657,6ed_22b_5ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C1=CC=C(C(=O)O)C1
658,6ed_22b_2ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ncc(C(=O)O)cc1
659,6ed_22b_7ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc([Si](OC)(OC)OC)cc1
660,6ed_22b_4ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc(C=C(C(=O)O)C#N)s1
661,6ed_22b_10ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C#Cc1ccc(C(=O)NO)cc1
662,6ed_22b_9ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C#C[C][CH][C][C].[O][C][C][C].[OH].[H].[H].[H]
663,6ed_22b_1ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc(C=C(C#N)C(=O)O)cc1
664,6ed_16b_6ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@H](c2c1nsn2)c1ccc(C(=O)O)cc1
665,6ed_16b_8ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@@H](c2c1nsn2)C=C(C#N)C(=O)O
666,6ed_16b_11ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@H](c2c1nsn2)C#Cc1cc(c(C(=O)O)cc1)O
667,6ed_16b_5ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@@H](c2c1nsn2)C1=CC=C(C(=O)O)C1
668,6ed_16b_7ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@@H](c2c1nsn2)c1ccc([Si](OC)(OC)OC)cc1
669,6ed_16b_4ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@@H](c2c1nsn2)c1ccc(C=C(C(=O)O)C#N)s1
670,6ed_16b_10ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@H](c2c1nsn2)C#Cc1ccc(C(=O)NO)cc1
671,6ed_16b_9ea,N(c1ccc(OC)cc1)(c1ccc(OC)cc1)C1=[S][C@@H](c2c1nsn2)C#CC1=C[CH][C](C(=O)[CH][CH]1)O
672,3ed_21b_6ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)c1ccc(C(=O)O)cc1
673,3ed_21b_3ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)c1ncc(C(=O)O)nc1
674,3ed_21b_8ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)C=C(C#N)C(=O)O
675,3ed_21b_11ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)C#Cc1cc(c(C(=O)O)cc1)O
676,3ed_21b_5ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)C1=CC=C(C(=O)O)C1
677,3ed_21b_2ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)c1ncc(C(=O)O)cc1
678,3ed_21b_7ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)c1ccc([Si](OC)(OC)OC)cc1
679,3ed_21b_4ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)c1ccc(C=C(C(=O)O)C#N)s1
680,3ed_21b_10ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)C#Cc1ccc(C(=O)NO)cc1
681,3ed_21b_9ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)C#CC1=CC=C(C(=O)[CH][CH]1)O
682,3ed_21b_1ea,N(c1ccccc1)c1ncc(c2nc(c3ccc(OC)cc3)c(nc12)c1ccc(OC)cc1)c1ccc(C=C(C#N)C(=O)O)cc1
683,3ed_20b_6ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)c1ccc(C(=O)O)cc1)CC
684,3ed_20b_3ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)c1ncc(C(=O)O)nc1)CC
685,3ed_20b_8ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)C=C(C#N)C(=O)O)CC
686,3ed_20b_11ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)C#Cc1cc(c(C(=O)O)cc1)O)CC
687,3ed_20b_5ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)C1=CC=C(C(=O)O)C1)CC
688,3ed_20b_2ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)c1ncc(C(=O)O)cc1)CC
689,3ed_20b_7ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)c1ccc([Si](OC)(OC)OC)cc1)CC
690,3ed_20b_4ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)c1ccc(C=C(C(=O)O)C#N)s1)CC
691,3ed_20b_10ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)C#Cc1ccc(C(=O)NO)cc1)CC
692,3ed_20b_9ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)C#CC1=C[CH][C](C(=O)[CH][CH]1)O)CC
693,3ed_20b_1ea,N(c1ccccc1)c1c2nc(CC)c(nc2c(s1)c1ccc(C=C(C#N)C(=O)O)cc1)CC
694,3ed_6b_6ea,N(c1ccccc1)c1sc2c3c(cc(s3)c3ccc(C(=O)O)cc3)n(c2c1)c1ccccc1
695,3ed_6b_8ea,N(c1ccccc1)c1sc2c3c(cc(s3)C=C(C#N)C(=O)O)n(c2c1)c1ccccc1
696,3ed_6b_11ea,N(c1ccccc1)c1sc2c3c(cc(s3)C#Cc3cc(c(C(=O)O)cc3)O)n(c2c1)c1ccccc1
697,3ed_6b_5ea,N(c1ccccc1)c1sc2c3c(cc(s3)C3=CC=C(C(=O)O)C3)n(c2c1)c1ccccc1
698,3ed_6b_7ea,N(c1ccccc1)c1sc2c3c(cc(s3)c3ccc([Si](OC)(OC)OC)cc3)n(c2c1)c1ccccc1
699,3ed_6b_4ea,N(c1ccccc1)c1sc2c3c(cc(s3)c3ccc(C=C(C(=O)O)C#N)s3)n(c2c1)c1ccccc1
700,3ed_6b_10ea,N(c1ccccc1)c1sc2c3c(cc(s3)C#Cc3ccc(C(=O)NO)cc3)n(c2c1)c1ccccc1
701,3ed_6b_9ea,N(c1ccccc1)c1sc2c3c(cc(s3)C#CC3=C[CH][C](C(=O)[CH][CH]3)O)n(c2c1)c1ccccc1
702,3ed_26b_6ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)c4ccc(C(=O)O)cc4)c(c4c1cccc4)c23)c1ccc(C)cc1
703,3ed_26b_3ea,
704,3ed_26b_8ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)C=C(C#N)C(=O)O)c(c4c1cccc4)c23)c1ccc(C)cc1
705,3ed_26b_11ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)C#Cc4cc(c(C(=O)O)cc4)O)c(c4c1cccc4)c23)c1ccc(C)cc1
706,3ed_26b_5ea,
707,3ed_26b_2ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)c4ncc(C(=O)O)cc4)c(c4c1cccc4)c23)c1ccc(C)cc1
708,3ed_26b_7ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)c4ccc([Si](OC)(OC)OC)cc4)c(c4c1cccc4)c23)c1ccc(C)cc1
709,3ed_26b_4ea,
710,3ed_26b_10ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)C#Cc4ccc(C(=O)NO)cc4)c(c4c1cccc4)c23)c1ccc(C)cc1
711,3ed_26b_9ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)C#CC4=C[CH][C](C(=O)[CH][CH]4)O)c(c4c1cccc4)c23)c1ccc(C)cc1
712,3ed_26b_1ea,N(c1ccccc1)c1c2cccc3[C@@](c4ccc(C)cc4)(c4c(sc5c4sc4c5[C@@](c5ccc(C)cc5)(c5ccc(C)cc5)c5c6c4c4ccccc4c(c6ccc5)c4ccc(C=C(C#N)C(=O)O)cc4)c(c4c1cccc4)c23)c1ccc(C)cc1
713,3ed_25b_6ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ccc(C(=O)O)cc5)sc34)c2)s1)C
714,3ed_25b_3ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ncc(C(=O)O)nc5)sc34)c2)s1)C
715,3ed_25b_8ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)C=C(C#N)C(=O)O)sc34)c2)s1)C
716,3ed_25b_11ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)C#Cc5cc(c(C(=O)O)cc5)O)sc34)c2)s1)C
717,3ed_25b_5ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)C5=CC=C(C(=O)O)C5)sc34)c2)s1)C
718,3ed_25b_2ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ncc(C(=O)O)cc5)sc34)c2)s1)C
719,3ed_25b_7ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ccc([Si](OC)(OC)OC)cc5)sc34)c2)s1)C
720,3ed_25b_4ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ccc(C=C(C(=O)O)C#N)s5)sc34)c2)s1)C
721,3ed_25b_10ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)C#Cc5ccc(C(=O)NO)cc5)sc34)c2)s1)C
722,3ed_25b_9ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)C#CC5=C[CH][C](C(=O)[CH][CH]5)O)sc34)c2)s1)C
723,3ed_25b_1ea,N(c1ccccc1)C#Cc1cc(c(c2sc3c(sc4cc(c5c(C)cc(s5)c5ccc(C=C(C#N)C(=O)O)cc5)sc34)c2)s1)C
724,3ed_24b_6ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc(C(=O)O)cc5)sc4c3sc2c1C
725,3ed_24b_3ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ncc(C(=O)O)nc5)sc4c3sc2c1C
726,3ed_24b_8ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)C=C(C#N)C(=O)O)sc4c3sc2c1C
727,3ed_24b_11ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)C#Cc5cc(c(C(=O)O)cc5)O)sc4c3sc2c1C
728,3ed_24b_5ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)C5=CC=C(C(=O)O)C5)sc4c3sc2c1C
729,3ed_24b_2ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ncc(C(=O)O)cc5)sc4c3sc2c1C
730,3ed_24b_7ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc([Si](OC)(OC)OC)cc5)sc4c3sc2c1C
731,3ed_24b_4ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc(C=C(C(=O)O)C#N)s5)sc4c3sc2c1C
732,3ed_24b_10ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)C#Cc5ccc(C(=O)NO)cc5)sc4c3sc2c1C
733,3ed_24b_9ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)C#CC5=C[CH][C](C(=O)[CH][CH]5)O)sc4c3sc2c1C
734,3ed_24b_1ea,N(c1ccccc1)c1sc2c3sc4c(C)c(c5ccc(s5)c5ccc(C=C(C#N)C(=O)O)cc5)sc4c3sc2c1C
735,3ed_1b_6ea,N(c1ccccc1)c1c2c(c(s1)c1ccc(C(=O)O)cc1)nccn2
736,3ed_1b_8ea,N(c1ccccc1)c1c2c(c(s1)C=C(C#N)C(=O)O)nccn2
737,3ed_1b_11ea,N(c1ccccc1)c1c2c(c(s1)C#Cc1cc(c(C(=O)O)cc1)O)nccn2
738,3ed_1b_5ea,N(c1ccccc1)c1c2c(c(s1)C1=CC=C(C(=O)O)C1)nccn2
739,3ed_1b_7ea,N(c1ccccc1)c1c2c(c(s1)c1ccc([Si](OC)(OC)OC)cc1)nccn2
740,3ed_1b_4ea,N(c1ccccc1)c1c2c(c(s1)c1ccc(C=C(C(=O)O)C#N)s1)nccn2
741,3ed_1b_10ea,N(c1ccccc1)c1c2c(c(s1)C#Cc1ccc(C(=O)NO)cc1)nccn2
742,3ed_1b_9ea,N(c1ccccc1)c1c2c(c(s1)C#CC1=CC=C(C(=O)[CH][CH]1)O)nccn2
743,3ed_23b_6ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)c3ccc(C(=O)O)cc3)c2s1
744,3ed_23b_3ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)c3ncc(C(=O)O)nc3)c2s1
745,3ed_23b_8ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)C=C(C#N)C(=O)O)c2s1
746,3ed_23b_11ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)C#Cc3cc(c(C(=O)O)cc3)O)c2s1
747,3ed_23b_5ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)C3=CC=C(C(=O)O)C3)c2s1
748,3ed_23b_2ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)c3ncc(C(=O)O)cc3)c2s1
749,3ed_23b_7ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)c3ccc([Si](OC)(OC)OC)cc3)c2s1
750,3ed_23b_4ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)c3ccc(C=C(C(=O)O)C#N)s3)c2s1
751,3ed_23b_10ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)C#Cc3ccc(C(=O)NO)cc3)c2s1
752,3ed_23b_9ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)C#CC3=C[CH][C](C(=O)[CH][CH]3)O)c2s1
753,3ed_23b_1ea,N(c1ccccc1)c1cc2n(C)c3c(ccc(c3)c3ccc(C=C(C#N)C(=O)O)cc3)c2s1
754,3ed_17b_6ea,N(c1ccccc1)c1ccc(o1)c1ccc(C(=O)O)cc1
755,3ed_17b_3ea,N(c1ccccc1)c1ccc(o1)c1ncc(C(=O)O)nc1
756,3ed_17b_8ea,N(c1ccccc1)c1ccc(o1)C=C(C#N)C(=O)O
757,3ed_17b_11ea,N(c1ccccc1)c1ccc(o1)C#Cc1cc(c(C(=O)O)cc1)O
758,3ed_17b_5ea,N(c1ccccc1)c1ccc(o1)C1=CC=C(C(=O)O)C1
759,3ed_17b_2ea,N(c1ccccc1)c1ccc(o1)c1ncc(C(=O)O)cc1
760,3ed_17b_7ea,N(c1ccccc1)c1ccc(o1)c1ccc([Si](OC)(OC)OC)cc1
761,3ed_17b_4ea,N(c1ccccc1)c1ccc(o1)c1ccc(C=C(C(=O)O)C#N)s1
762,3ed_17b_10ea,N(c1ccccc1)c1ccc(o1)C#Cc1ccc(C(=O)NO)cc1
763,3ed_17b_9ea,N(c1ccccc1)c1ccc(o1)C#CC1=C[CH][C](C(=O)[CH][CH]1)O
764,3ed_17b_1ea,N(c1ccccc1)c1ccc(o1)c1ccc(C=C(C#N)C(=O)O)cc1
765,3ed_22b_6ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc(C(=O)O)cc1
766,3ed_22b_3ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ncc(C(=O)O)nc1
767,3ed_22b_8ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C=C(C#N)C(=O)O
768,3ed_22b_11ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C#Cc1cc(c(C(=O)O)cc1)O
769,3ed_22b_5ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C1=CC=C(C(=O)O)C1
770,3ed_22b_2ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ncc(C(=O)O)cc1
771,3ed_22b_7ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc([Si](OC)(OC)OC)cc1
772,3ed_22b_4ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc(C=C(C(=O)O)C#N)s1
773,3ed_22b_10ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C#Cc1ccc(C(=O)NO)cc1
774,3ed_22b_9ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)C#CC1=C[CH][C](C(=O)[CH][CH]1)O
775,3ed_22b_1ea,N(c1ccccc1)c1ncc(c2nc3c4ccc(CC)cc4c4c(c3nc12)ccc(CC)c4)c1ccc(C=C(C#N)C(=O)O)cc1
776,3ed_16b_6ea,N(c1ccccc1)C1=[S][C@H](c2c1nsn2)c1ccc(C(=O)O)cc1
777,3ed_16b_8ea,N(c1ccccc1)C1=[S][C@@H](c2c1nsn2)C=C(C#N)C(=O)O
778,3ed_16b_11ea,N(c1ccccc1)C1=[S][C@H](c2c1nsn2)C#Cc1cc(c(C(=O)O)cc1)O
